pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
P-001221,12.984003,77.545633,F-02-02,D-0016,,,LT-9m-Steel,W-106,560068,KSPDB-SD02-D-0016-0060
P-001222,12.98412,77.545483,F-02-02,D-0016,,,LT-9m-Steel,W-106,560068,
P-001223,12.984241,77.545323,F-02-02,D-0016,,,LT-8m-PCC,W-106,560068,KSPDB-SD02-D-0016-0062
P-001224,12.984379,77.54522,F-02-02,D-0016,,,LT-8m-Steel,W-106,560068,KSPDB-SD02-D-0016-0063
P-001225,12.98462,77.545007,F-02-02,D-0016,,,LT-8m-PCC,W-106,560068,KSPDB-SD02-D-0016-0064
P-001226,12.984772,77.544833,F-02-02,D-0016,,,LT-8m-PCC,W-106,560068,KSPDB-SD02-D-0016-0065
P-001227,12.984894,77.544727,F-02-02,D-0016,,,LT-8m-Steel,W-106,560068,KSPDB-SD02-D-0016-0066
P-001228,12.985055,77.544541,F-02-02,D-0016,,,LT-9m-Steel,W-106,560068,KSPDB-SD02-D-0016-0067
P-001229,12.981923,77.54872,F-02-02,D-0016,,,LT-8m-PCC,W-106,560068,KSPDB-SD02-D-0016-0068
P-001230,12.981869,77.54845,F-02-02,D-0016,,,LT-9m-Steel,W-106,560068,KSPDB-SD02-D-0016-0069
P-001231,12.981892,77.548195,F-02-02,D-0016,,,LT-9m-Steel,W-106,560068,KSPDB-SD02-D-0016-0070
P-001232,12.981855,77.548027,F-02-02,D-0016,,,LT-9m-Steel,W-106,560068,KSPDB-SD02-D-0016-0071
P-001233,12.98187,77.547677,F-02-02,D-0016,,,LT-8m-PCC,W-106,560068,KSPDB-SD02-D-0016-0072
P-001234,12.981877,77.547445,F-02-02,D-0016,,,LT-8m-Steel,W-106,560068,KSPDB-SD02-D-0016-0073
P-001235,12.981784,77.547176,F-02-02,D-0016,,,LT-9m-PCC,W-106,560068,KSPDB-SD02-D-0016-0074
P-001236,12.981604,77.546932,F-02-02,D-0016,,,LT-8m-Steel,W-106,560068,KSPDB-SD02-D-0016-0075
P-001237,12.981331,77.546711,F-02-02,D-0016,,,LT-8m-PCC,W-106,,KSPDB-SD02-D-0016-0076
P-001238,12.981161,77.546495,F-02-02,D-0016,,,LT-8m-Steel,W-106,560068,KSPDB-SD02-D-0016-0077
P-001239,12.981014,77.546297,F-02-02,D-0016,,,LT-9m-PCC,W-106,560068,KSPDB-SD02-D-0016-0078
P-001240,12.980919,77.546085,F-02-02,D-0016,,,LT-8m-Steel,W-106,560068,KSPDB-SD02-D-0016-0079
P-001241,12.977251,77.544535,F-02-02,D-0017,1,,LT-8m-Steel,W-046,560068,KSPDB-SD02-D-0017-0001
P-001242,12.976983,77.544753,F-02-02,D-0017,2,P-001241,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0002
P-001243,12.976861,77.544841,F-02-02,D-0017,3,P-001242,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0003
P-001244,12.97672,77.544902,F-02-02,D-0017,4,P-001243,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0004
P-001245,12.976499,77.544907,F-02-02,D-0017,5,P-001244,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0005
P-001246,12.976249,77.545019,F-02-02,D-0017,6,P-001245,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0006
P-001247,12.975981,77.545145,F-02-02,D-0017,7,P-001246,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0007
P-001248,12.975678,77.545318,F-02-02,D-0017,8,P-001247,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0008
P-001249,12.975477,77.545515,F-02-02,D-0017,9,P-001248,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0009
P-001250,12.975341,77.545637,F-02-02,D-0017,10,P-001249,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0010
P-001251,12.97513,77.545877,F-02-02,D-0017,11,P-001250,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0011
P-001252,12.975018,77.545968,F-02-02,D-0017,12,P-001251,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0012
P-001253,12.974835,77.546143,F-02-02,D-0017,13,P-001252,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0013
P-001254,12.974686,77.546233,F-02-02,D-0017,14,P-001253,LT-8m-Steel,W-046,560068,KSPDB-SD02-D-0017-0014
P-001255,12.9745,77.546264,F-02-02,D-0017,15,P-001254,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0015
P-001256,12.974335,77.546223,F-02-02,D-0017,16,P-001255,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0016
P-001257,12.974029,77.546274,F-02-02,D-0017,17,P-001256,LT-8m-Steel,W-046,560068,KSPDB-SD02-D-0017-0017
P-001258,12.973805,77.546284,F-02-02,D-0017,18,P-001257,LT-8m-Steel,W-046,,KSPDB-SD02-D-0017-0018
P-001259,12.973556,77.546312,F-02-02,D-0017,19,P-001258,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0019
P-001260,12.973413,77.546358,F-02-02,D-0017,20,P-001259,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0020
P-001261,12.973214,77.546353,F-02-02,D-0017,21,P-001260,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0021
P-001262,12.972883,77.546435,F-02-02,D-0017,22,P-001261,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0022
P-001263,12.972535,77.546476,F-02-02,D-0017,23,P-001262,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0023
P-001264,12.972264,77.546458,F-02-02,D-0017,24,P-001263,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0024
P-001265,12.971937,77.546352,F-02-02,D-0017,25,P-001264,LT-8m-Steel,W-046,560068,
P-001266,12.971749,77.546303,F-02-02,D-0017,26,P-001265,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0026
P-001267,12.971599,77.546251,F-02-02,D-0017,27,P-001266,LT-9m-PCC,W-046,560068,
P-001268,12.971441,77.546124,F-02-02,D-0017,28,P-001267,LT-8m-PCC,W-046,560068,
P-001269,12.97114,77.546027,F-02-02,D-0017,29,P-001268,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0029
P-001270,12.970809,77.546047,F-02-02,D-0017,30,P-001269,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0030
P-001271,12.970558,77.546129,F-02-02,D-0017,31,P-001270,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0031
P-001272,12.970244,77.546291,F-02-02,D-0017,32,P-001271,LT-8m-Steel,W-046,560068,KSPDB-SD02-D-0017-0032
P-001273,12.969976,77.546446,F-02-02,D-0017,33,P-001272,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0033
P-001274,12.969713,77.546684,F-02-02,D-0017,34,P-001273,LT-9m-PCC,W-046,560068,KSPDB-SD02-D-0017-0034
P-001275,12.969529,77.546839,F-02-02,D-0017,35,P-001274,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0035
P-001276,12.969426,77.546939,F-02-02,D-0017,36,P-001275,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0036
P-001277,12.969291,77.547006,F-02-02,D-0017,37,P-001276,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0037
P-001278,12.968987,77.5472,F-02-02,D-0017,38,P-001277,LT-8m-Steel,W-046,560068,KSPDB-SD02-D-0017-0038
P-001279,12.968845,77.547323,F-02-02,D-0017,39,P-001278,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0039
P-001280,12.968547,77.547511,F-02-02,D-0017,40,P-001279,LT-8m-Steel,W-046,560068,KSPDB-SD02-D-0017-0040
P-001281,12.968432,77.547586,F-02-02,D-0017,41,P-001280,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0041
P-001282,12.968303,77.547731,F-02-02,D-0017,42,P-001281,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0042
P-001283,12.968053,77.547873,F-02-02,D-0017,43,P-001282,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0043
P-001284,12.967943,77.54798,F-02-02,D-0017,44,P-001283,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0044
P-001285,12.967835,77.548202,F-02-02,D-0017,45,P-001284,LT-8m-Steel,W-046,560068,
P-001286,12.967651,77.54849,F-02-02,D-0017,46,P-001285,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0046
P-001287,12.96741,77.548747,F-02-02,D-0017,47,P-001286,LT-8m-PCC,W-046,560068,KSPDB-SD02-D-0017-0047
P-001288,12.967213,77.549031,F-02-02,D-0017,48,P-001287,LT-8m-Steel,W-046,560068,KSPDB-SD02-D-0017-0048
P-001289,12.967109,77.54918,F-02-02,D-0017,49,P-001288,LT-8m-PCC,W-046,560068,
P-001290,12.96697,77.549489,F-02-02,D-0017,50,P-001289,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0050
P-001291,12.966859,77.549634,F-02-02,D-0017,51,P-001290,LT-9m-Steel,W-046,560068,KSPDB-SD02-D-0017-0051
P-001292,12.975758,77.551584,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0001
P-001293,12.975561,77.551727,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0002
P-001294,12.975338,77.551779,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0003
P-001295,12.975003,77.551756,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0004
P-001296,12.974748,77.551765,F-02-02,D-0018,,,LT-8m-Steel,W-059,560068,KSPDB-SD02-D-0018-0005
P-001297,12.974506,77.551737,F-02-02,D-0018,,,LT-9m-PCC,W-059,,KSPDB-SD02-D-0018-0006
P-001298,12.974194,77.551634,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0007
P-001299,12.974071,77.551534,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0008
P-001300,12.973964,77.551382,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,
P-001301,12.976333,77.551542,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0010
P-001302,12.976524,77.551646,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0011
P-001303,12.97681,77.551785,F-02-02,D-0018,,,LT-8m-Steel,W-059,560068,KSPDB-SD02-D-0018-0012
P-001304,12.977002,77.55191,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0013
P-001305,12.977224,77.552097,F-02-02,D-0018,,,LT-9m-PCC,W-059,560068,KSPDB-SD02-D-0018-0014
P-001306,12.977442,77.55225,F-02-02,D-0018,,,LT-9m-PCC,W-059,560068,KSPDB-SD02-D-0018-0015
P-001307,12.977668,77.552372,F-02-02,D-0018,,,LT-8m-Steel,W-059,560068,KSPDB-SD02-D-0018-0016
P-001308,12.977866,77.552392,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0017
P-001309,12.978108,77.552452,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0018
P-001310,12.978344,77.552456,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0019
P-001311,12.976201,77.551772,F-02-02,D-0018,,,LT-9m-PCC,W-059,560068,KSPDB-SD02-D-0018-0020
P-001312,12.976392,77.55198,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,
P-001313,12.976597,77.552086,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0022
P-001314,12.976807,77.552172,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0023
P-001315,12.976959,77.552181,F-02-02,D-0018,,,LT-9m-PCC,W-059,560068,KSPDB-SD02-D-0018-0024
P-001316,12.977161,77.552218,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0025
P-001317,12.977454,77.552235,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0026
P-001318,12.977678,77.552229,F-02-02,D-0018,,,LT-8m-Steel,W-059,560068,KSPDB-SD02-D-0018-0027
P-001319,12.977971,77.552124,F-02-02,D-0018,,,LT-9m-PCC,W-059,560068,KSPDB-SD02-D-0018-0028
P-001320,12.97596,77.551677,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0029
P-001321,12.975766,77.551947,F-02-02,D-0018,,,LT-8m-Steel,W-059,560068,KSPDB-SD02-D-0018-0030
P-001322,12.975615,77.552062,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0031
P-001323,12.975342,77.552193,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0032
P-001324,12.975196,77.552304,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0033
P-001325,12.975063,77.552389,F-02-02,D-0018,,,LT-8m-Steel,W-059,560068,KSPDB-SD02-D-0018-0034
P-001326,12.974914,77.552583,F-02-02,D-0018,,,LT-8m-Steel,W-059,560068,KSPDB-SD02-D-0018-0035
P-001327,12.974651,77.552748,F-02-02,D-0018,,,LT-8m-PCC,W-059,,KSPDB-SD02-D-0018-0036
P-001328,12.974349,77.552945,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0037
P-001329,12.974084,77.553015,F-02-02,D-0018,,,LT-8m-Steel,W-059,560068,KSPDB-SD02-D-0018-0038
P-001330,12.976124,77.551624,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0039
P-001331,12.976262,77.551818,F-02-02,D-0018,,,LT-9m-PCC,W-059,560068,KSPDB-SD02-D-0018-0040
P-001332,12.976345,77.552064,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0041
P-001333,12.976355,77.55221,F-02-02,D-0018,,,LT-8m-Steel,W-059,560068,KSPDB-SD02-D-0018-0042
P-001334,12.97634,77.552558,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0043
P-001335,12.976398,77.552797,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0044
P-001336,12.976576,77.5531,F-02-02,D-0018,,,LT-9m-Steel,W-059,560068,KSPDB-SD02-D-0018-0045
P-001337,12.976667,77.553241,F-02-02,D-0018,,,LT-8m-PCC,W-059,560068,KSPDB-SD02-D-0018-0046
P-001338,12.978037,77.550543,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0001
P-001339,12.977984,77.550672,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0002
P-001340,12.977893,77.550778,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0003
P-001341,12.977706,77.550915,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0004
P-001342,12.977543,77.551105,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0005
P-001343,12.977329,77.551307,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0006
P-001344,12.977186,77.551364,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0007
P-001345,12.977045,77.551457,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0008
P-001346,12.976839,77.551543,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0009
P-001347,12.976678,77.551616,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,
P-001348,12.976537,77.551747,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0011
P-001349,12.976426,77.551832,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0012
P-001350,12.976272,77.55209,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0013
P-001351,12.97606,77.55238,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0014
P-001352,12.978383,77.550465,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0015
P-001353,12.97862,77.550625,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0016
P-001354,12.978772,77.550792,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0017
P-001355,12.979083,77.550945,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0018
P-001356,12.979307,77.551147,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0019
P-001357,12.979531,77.55128,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0020
P-001358,12.979695,77.551463,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,
P-001359,12.979814,77.551648,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0022
P-001360,12.979877,77.551932,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0023
P-001361,12.979983,77.552091,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0024
P-001362,12.980056,77.552212,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0025
P-001363,12.980244,77.552405,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0026
P-001364,12.978145,77.550425,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0027
P-001365,12.978218,77.550268,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0028
P-001366,12.97826,77.550077,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0029
P-001367,12.978323,77.549788,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0030
P-001368,12.978445,77.549448,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0031
P-001369,12.978466,77.549298,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0032
P-001370,12.97851,77.54913,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0033
P-001371,12.978546,77.548971,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0034
P-001372,12.978595,77.548766,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0035
P-001373,12.978012,77.550052,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0036
P-001374,12.977953,77.549922,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0037
P-001375,12.977856,77.549634,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,
P-001376,12.977837,77.549488,F-02-02,D-0019,,,LT-9m-Steel,W-118,,KSPDB-SD02-D-0019-0039
P-001377,12.97776,77.549233,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0040
P-001378,12.97768,77.548995,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0041
P-001379,12.977583,77.548751,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0042
P-001380,12.977525,77.548512,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0043
P-001381,12.977386,77.548275,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0044
P-001382,12.977261,77.548157,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0045
P-001383,12.977083,77.547998,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0046
P-001384,12.976854,77.54788,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0047
P-001385,12.976582,77.547729,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0048
P-001386,12.976319,77.547583,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0049
P-001387,12.97605,77.54753,F-02-02,D-0019,,,LT-8m-PCC,W-118,560068,KSPDB-SD02-D-0019-0050
P-001388,12.975787,77.547448,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0051
P-001389,12.975653,77.547383,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,
P-001390,12.975335,77.547361,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0053
P-001391,12.975061,77.54727,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0054
P-001392,12.974892,77.547252,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0055
P-001393,12.974674,77.547189,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0056
P-001394,12.977845,77.548477,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,KSPDB-SD02-D-0019-0057
P-001395,12.97817,77.548542,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0058
P-001396,12.978392,77.548645,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0059
P-001397,12.978584,77.548829,F-02-02,D-0019,,,LT-8m-Steel,W-118,560068,KSPDB-SD02-D-0019-0060
P-001398,12.978835,77.548963,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0061
P-001399,12.979097,77.549097,F-02-02,D-0019,,,LT-9m-PCC,W-118,560068,
P-001400,12.979269,77.549232,F-02-02,D-0019,,,LT-9m-Steel,W-118,560068,KSPDB-SD02-D-0019-0063
P-001401,12.976052,77.553407,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,
P-001402,12.976221,77.553325,F-02-02,D-0020,,,LT-8m-Steel,W-008,560068,KSPDB-SD02-D-0020-0002
P-001403,12.976341,77.553223,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,
P-001404,12.97662,77.553023,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0004
P-001405,12.976828,77.552805,F-02-02,D-0020,,,LT-8m-PCC,W-008,560068,KSPDB-SD02-D-0020-0005
P-001406,12.976917,77.552653,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0006
P-001407,12.976997,77.552367,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0007
P-001408,12.977071,77.552028,F-02-02,D-0020,,,LT-8m-PCC,W-008,560068,KSPDB-SD02-D-0020-0008
P-001409,12.977099,77.551822,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0009
P-001410,12.977088,77.551551,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0010
P-001411,12.977131,77.551407,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0011
P-001412,12.977148,77.551189,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0012
P-001413,12.977108,77.550958,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0013
P-001414,12.976958,77.550656,F-02-02,D-0020,,,LT-8m-PCC,W-008,560068,KSPDB-SD02-D-0020-0014
P-001415,12.976888,77.550377,F-02-02,D-0020,,,LT-8m-Steel,W-008,560068,KSPDB-SD02-D-0020-0015
P-001416,12.976844,77.550243,F-02-02,D-0020,,,LT-8m-PCC,W-008,560068,KSPDB-SD02-D-0020-0016
P-001417,12.976727,77.550051,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0017
P-001418,12.976671,77.549915,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0018
P-001419,12.976601,77.549758,F-02-02,D-0020,,,LT-8m-PCC,W-008,560068,KSPDB-SD02-D-0020-0019
P-001420,12.976524,77.549586,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0020
P-001421,12.976502,77.54928,F-02-02,D-0020,,,LT-8m-Steel,W-008,560068,KSPDB-SD02-D-0020-0021
P-001422,12.976505,77.549039,F-02-02,D-0020,,,LT-8m-Steel,W-008,560068,KSPDB-SD02-D-0020-0022
P-001423,12.976489,77.548785,F-02-02,D-0020,,,LT-8m-PCC,W-008,560068,KSPDB-SD02-D-0020-0023
P-001424,12.976521,77.548583,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0024
P-001425,12.97656,77.548419,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0025
P-001426,12.976704,77.548193,F-02-02,D-0020,,,LT-8m-Steel,W-008,,KSPDB-SD02-D-0020-0026
P-001427,12.976885,77.548056,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0027
P-001428,12.977121,77.547981,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0028
P-001429,12.977264,77.547897,F-02-02,D-0020,,,LT-8m-PCC,W-008,560068,KSPDB-SD02-D-0020-0029
P-001430,12.977517,77.547837,F-02-02,D-0020,,,LT-8m-PCC,W-008,560068,
P-001431,12.977792,77.547775,F-02-02,D-0020,,,LT-8m-Steel,W-008,560068,
P-001432,12.978065,77.547782,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0032
P-001433,12.978252,77.54775,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0033
P-001434,12.978557,77.547806,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0034
P-001435,12.978882,77.547917,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0035
P-001436,12.979109,77.548094,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0036
P-001437,12.979271,77.548236,F-02-02,D-0020,,,LT-8m-Steel,W-008,560068,KSPDB-SD02-D-0020-0037
P-001438,12.979447,77.548444,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0038
P-001439,12.979514,77.548641,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0039
P-001440,12.979696,77.54885,F-02-02,D-0020,,,LT-9m-Steel,W-008,560068,KSPDB-SD02-D-0020-0040
P-001441,12.979906,77.548955,F-02-02,D-0020,,,LT-8m-PCC,W-008,,KSPDB-SD02-D-0020-0041
P-001442,12.980014,77.549055,F-02-02,D-0020,,,LT-9m-PCC,W-008,560068,KSPDB-SD02-D-0020-0042
